institution_name,pays,type_financement
Turbomachinery Laboratory,nan,0
Turner Foundation,nan,1
Turun Yliopisto,nan,0
Turun Yliopistollinen Keskussairaala,nan,0
Turun Yliopistosäätiö,nan,2
Turun yliopiston tutkijakoulu,nan,0
Tusk Trust,nan,1
"Tutkijakoulu, Oulun Yliopiston",nan,0
Työsuojelurahasto,nan,0
Télécom Paris,nan,1
Türk Havacılık ve Uzay Sanayii,nan,1
Türkiye Atom Enerjisi Kurumu,nan,0
Türkiye Bilimler Akademisi,nan,0
Türkiye Bilimsel ve Teknolojik Araştırma Kurumu,nan,0
"Türkiye Enerji, Nükleer ve Maden Araştırma Kurumu",nan,0
Tập đoàn Vingroup - Công ty CP,nan,1
U.S. Air Force,nan,0
U.S. Air Force Academy,nan,0
U.S. Army,nan,0
U.S. Army Aeromedical Research Laboratory,nan,0
U.S. Army Combat Capabilities Development Command,nan,0
U.S. Army Combat Capabilities Development Command Soldier Center,nan,0
U.S. Army Corps of Engineers,nan,0
U.S. Army Materiel Command,nan,0
U.S. Army Medical Command,nan,0
U.S. Army Medical Department,nan,0
U.S. Army Medical Research Acquisition Activity,nan,0
U.S. Army Medical Research Institute of Infectious Diseases,nan,0
U.S. Army Medical Research and Development Command,nan,0
U.S. Army Research Institute of Environmental Medicine,nan,0
U.S. Bureau of Land Management,nan,0
U.S. Consumer Product Safety Commission,nan,0
U.S. Department of Agriculture,nan,0
U.S. Department of Commerce,nan,0
U.S. Department of Defense,nan,0
U.S. Department of Education,nan,0
U.S. Department of Energy,nan,0
U.S. Department of Health and Human Services,nan,0
U.S. Department of Homeland Security,nan,0
U.S. Department of Housing and Urban Development,nan,0
U.S. Department of Justice,nan,0
U.S. Department of Labor,nan,0
U.S. Department of State,nan,0
U.S. Department of Transportation,nan,0
U.S. Department of Veterans Affairs,nan,0
U.S. Department of the Interior,nan,0
U.S. Environmental Protection Agency,nan,0
U.S. Fish and Wildlife Service,nan,0
U.S. Fleet Forces Command,nan,0
U.S. Food and Drug Administration,nan,0
U.S. Forest Service,nan,0
U.S. General Services Administration,nan,0
U.S. Geological Survey,nan,0
U.S. Military Academy,nan,0
U.S. National Library of Medicine,nan,0
U.S. Naval Academy,nan,0
U.S. Naval Observatory,nan,0
U.S. Naval Research Laboratory,nan,0
U.S. Navy,nan,0
U.S. Nuclear Regulatory Commission,nan,0
U.S. Poultry and Egg Association,nan,1
U.S. President's Emergency Plan for AIDS Relief,nan,0
U.S. Public Health Service,nan,0
"U.S. Science Support Program, Lamont-Doherty Earth Observatory",nan,0
U.S. Social Security Administration,nan,0
UAE Space Agency,nan,0
UBS Optimus Foundation,nan,1
UC Berkeley College of Chemistry,nan,0
UC Davis Center for Equine Health,nan,0
UCB,nan,1
UCB Celltech,nan,1
UCB Pharma,nan,1
UCB UK,nan,1
UCB US,nan,1
UCLH Biomedical Research Centre,nan,2
UCSF Foundation,nan,1
"UGC-DAE Consortium for Scientific Research, University Grants Commission",nan,2
UK Atomic Energy Authority,nan,0
UK Catalysis Hub,nan,2
UK Dementia Research Institute,nan,2
UK Energy Research Centre,nan,2
UK Research and Innovation,nan,0
UK Space Agency,nan,0
UK-India Education and Research Initiative,nan,2
"UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill",nan,0
UNICEF,nan,0
UPMC Enterprises,nan,1
UPS Foundation,nan,1
US Immunodeficiency Network,nan,0
US-Italy Fulbright Commission,nan,2
US-UK Fulbright Commission,nan,2
USAF Phillips Laboratory,nan,0
UT-Battelle,nan,2
Uddannelses- og Forskningsministeriet,nan,0
Udenrigsministeriet,nan,0
Uehara Memorial Foundation,nan,1
"Ukrainian Research Institute, Harvard University",nan,1
Ulkoministeriö,nan,0
Ulla-Carin Lindquists stiftelse för ALS-forskning,nan,1
Ulsan National Institute of Science and Technology,nan,0
Ulster University,nan,0
Ultragenyx Pharmaceutical,nan,1
"Ulusal Yüksek Başarımlı Hesaplama Merkezi, Istanbul Teknik Üniversitesi",nan,0
Umeå Universitet,nan,0
Umm Al-Qura University,nan,0
Umweltbundesamt,nan,0
Unicancer,nan,2
Unidel Foundation,nan,1
Uniformed Services University of the Health Sciences,nan,0
Uniklinikum Giessen und Marburg,nan,0
Unilever,nan,1
Union Chimique Belge,nan,1
Union College,nan,1
Union Nationale des Aveugles et Déficients Visuels,nan,0
Union Régionale des Caisses d'Assurance-Maladie de Bourgogne,nan,0
Union des Blessés de la Face et de la Tête,nan,0
Union for International Cancer Control,nan,2
Uniscientia Foundation,nan,1
"Unitatea Executiva pentru Finantarea Invatamantului Superior, a Cercetarii, Dezvoltarii si Inovarii",nan,0
United Arab Emirates University,nan,0
United Engineering Foundation,nan,1
United European Gastroenterology,nan,2
United Health Foundation,nan,1
United Kingdom Space Agency,nan,0
United Mitochondrial Disease Foundation,nan,1
United Nations,nan,0
United Nations Development Programme,nan,0
"United Nations Educational, Scientific and Cultural Organization",nan,0
United Nations Foundation,nan,1
United Nations Fund for Population Activities,nan,0
United Nations Population Fund,nan,0
United Soybean Board,nan,0
United States - India Educational Foundation,nan,0
United States - Israel Binational Agricultural Research and Development Fund,nan,0
United States - Israel Binational Science Foundation,nan,0
United States Agency for International Development,nan,0
United States Institute of Peace,nan,0
United States Pharmacopeia,nan,0
United States Science Support Program,nan,0
United States-Israel Binational Science Foundation,nan,0
United Technologies,nan,1
United Therapeutics Corporation,nan,1
Unity through Knowledge Fund,nan,2
Universal,nan,1
Universidad Autónoma Metropolitana,nan,0
Universidad Autónoma de Bucaramanga,nan,0
Universidad Autónoma de Madrid,nan,0
Universidad Autónoma de San Luis Potosí,nan,0
Universidad Autónoma de Yucatán,nan,0
Universidad Autónoma del Carmen,nan,0
Universidad Autónoma del Estado de Morelos,nan,0
Universidad Camilo José Cela,nan,1
Universidad Carlos III de Madrid,nan,0
Universidad Católica de Valencia San Vicente Màrtir,nan,1
Universidad Católica de la Santísima Concepción,nan,1
Universidad Científica del Sur,nan,1
Universidad Complutense de Madrid,nan,0
Universidad EAFIT,nan,1
Universidad El Bosque,nan,1
Universidad Europea de Madrid,nan,1
Universidad Iberoamericana Ciudad de México,nan,1
Universidad Internacional de La Rioja,nan,1
Universidad Michoacana de San Nicolás de Hidalgo,nan,0
Universidad Nacional Autónoma de México,nan,0
Universidad Nacional Mayor de San Marcos,nan,0
Universidad Nacional de Colombia,nan,0
Universidad Nacional de Costa Rica,nan,0
Universidad Nacional de Cuyo,nan,0
Universidad Nacional de Córdoba,nan,0
Universidad Nacional de Educación a Distancia,nan,0
Universidad Nacional de La Pampa,nan,0
Universidad Nacional de La Plata,nan,0
Universidad Nacional de Lomas de Zamora,nan,0
Universidad Nacional de Luján,nan,0
Universidad Nacional de Mar del Plata,nan,0
Universidad Nacional de Quilmes,nan,0
Universidad Nacional de Rosario,nan,0
Universidad Nacional de Río Negro,nan,0
Universidad Nacional de Salta,nan,0
Universidad Nacional de San Luis,nan,0
Universidad Nacional de Trujillo,nan,0
Universidad Nacional de la Patagonia Austral,nan,0
Universidad Nacional del Centro de la Provincia de Buenos Aires,nan,0
Universidad Nacional del Sur,nan,0
Universidad Panamericana,nan,1
Universidad Pedagógica y Tecnológica de Colombia,nan,0
Universidad Politécnica de Madrid,nan,0
Universidad Pontificia Bolivariana,nan,1
Universidad Pública de Navarra,nan,0
Universidad Rey Juan Carlos,nan,0
Universidad San Francisco de Quito,nan,1
Universidad San Pablo - CEU,nan,1
Universidad Técnica Federico Santa María,nan,0
Universidad de Alcalá,nan,0
Universidad de Alicante,nan,0
Universidad de Antioquia,nan,0
Universidad de Antofagasta,nan,0
Universidad de Buenos Aires,nan,0
Universidad de Cantabria,nan,0
Universidad de Castilla-La Mancha,nan,0
Universidad de Chile,nan,0
Universidad de Concepción,nan,0
Universidad de Costa Rica,nan,0
Universidad de Córdoba,nan,0
Universidad de Granada,nan,0
Universidad de Guadalajara,nan,0
Universidad de Guanajuato,nan,0
Universidad de Huelva,nan,0
Universidad de Ibagué,nan,0
Universidad de La Frontera,nan,0
Universidad de La Habana,nan,0
Universidad de La Laguna,nan,0
Universidad de La Rioja,nan,0
Universidad de La Sabana,nan,1
Universidad de Las Palmas de Gran Canaria,nan,0
Universidad de Magallanes,nan,0
Universidad de Murcia,nan,0
Universidad de Málaga,nan,0
Universidad de Navarra,nan,1
Universidad de Oviedo,nan,0
Universidad de Puerto Rico,nan,0
Universidad de Salamanca,nan,0
Universidad de San Carlos de Guatemala,nan,0
Universidad de Santiago de Chile,nan,0
Universidad de Sevilla,nan,0
Universidad de Talca,nan,0
Universidad de Tarapacá,nan,0
Universidad de Valladolid,nan,0
Universidad de Valparaíso,nan,0
Universidad de Zaragoza,nan,0
Universidad de la República Uruguay,nan,0
Universidad de los Andes,nan,1
Universidad del Norte,nan,1
Universidad del Rosario,nan,1
Universidad del Valle,nan,0
Universidade Católica de Brasília,nan,1
Universidade Estadual Paulista,nan,0
Universidade Estadual de Campinas,nan,0
Universidade Estadual de Ponta Grossa,nan,0
Universidade Estadual de Santa Cruz,nan,0
Universidade Federal Fluminense,nan,0
Universidade Federal Rural da Amazônia,nan,0
Universidade Federal da Paraíba,nan,0
Universidade Federal de Alagoas,nan,0
Universidade Federal de Juiz de Fora,nan,0
Universidade Federal de Lavras,nan,0
Universidade Federal de Minas Gerais,nan,0
Universidade Federal de Pernambuco,nan,0
Universidade Federal de Santa Catarina,nan,0
Universidade Federal de Santa Maria,nan,0
Universidade Federal de Viçosa,nan,0
Universidade Federal do Espírito Santo,nan,0
Universidade Federal do Estado do Rio de Janeiro,nan,0
Universidade Federal do Paraná,nan,0
Universidade Federal do Rio Grande do Norte,nan,0
Universidade Federal do Rio Grande do Sul,nan,0
Universidade Federal do Rio de Janeiro,nan,0
Universidade Nova de Lisboa,nan,1
Universidade Tiradentes,nan,1
Universidade de Aveiro,nan,0
Universidade de Brasília,nan,0
Universidade de Coimbra,nan,0
Universidade de Lisboa,nan,0
Universidade de Macau,nan,1
Universidade de Santiago de Compostela,nan,0
Universidade de São Paulo,nan,0
Universidade de Vigo,nan,0
Universidade do Estado de Santa Catarina,nan,0
Universidade do Estado do Amazonas,nan,0
Universidade do Estado do Rio de Janeiro,nan,0
Universidade do Porto,nan,0
Universidade do Vale do Itajaí,nan,1
Universita degli Studi di Bari Aldo Moro,nan,0
Universitair Medisch Centrum Groningen,nan,0
Universitair Medisch Centrum Utrecht,nan,0
Universitair Ziekenhuis Gent,nan,0
"Universitaire Ziekenhuizen Leuven, KU Leuven",nan,0
Universitas Brawijaya,nan,0
Universitas Hasanuddin,nan,0
Universitas Indonesia,nan,0
Universitas Udayana,nan,0
Universitat Autònoma de Barcelona,nan,0
Universitat Jaume I,nan,0
Universitat Politècnica de València,nan,0
Universitat Pompeu Fabra,nan,0
Universitat Rovira i Virgili,nan,0
Universitat de Barcelona,nan,0
Universitat de Girona,nan,0
Universitat de Lleida,nan,0
Universitat de València,nan,0
Universitat de les Illes Balears,nan,0
"Universitatea ""Lucian Blaga"" din Sibiu",nan,0
Universitatea Babeș-Bolyai,nan,0
Universitatea Politehnica din București,nan,0
Universitatea Tehnică din Cluj-Napoca,nan,0
Universitatea Transilvania din Brasov,nan,0
Universite Angers,nan,0
Universiteit Antwerpen,nan,0
Universiteit Gent,nan,0
Universiteit Hasselt,nan,0
Universiteit Leiden,nan,0
Universiteit Maastricht,nan,0
Universiteit Stellenbosch,nan,0
Universiteit Utrecht,nan,0
Universiteit van Amsterdam,nan,0
Universiteit van Tilburg,nan,0
Universiteit van die Vrystaat,nan,0
Universitetet i Bergen,nan,0
Universitetet i Oslo,nan,0
Universitetet i Stavanger,nan,0
Universitetet i Tromsø,nan,0
Universitetssjukhuset Örebro,nan,0
Universiti Kebangsaan Malaysia,nan,0
Universiti Malaya,nan,0
Universiti Malaysia Terengganu,nan,0
Universiti Putra Malaysia,nan,0
Universiti Sains Malaysia,nan,0
Universiti Teknologi MARA,nan,0
Universiti Teknologi Malaysia,nan,0
Universiti Teknologi Petronas,nan,0
Universities Space Research Association,nan,1
University City Science Center,nan,1
University College Cork,nan,0
University College Dublin,nan,0
University College London,nan,0
University College London Hospitals Biomedical Research Centre,nan,2
University College London Hospitals NHS Foundation Trust,nan,0
"University College, Oxford",nan,0
University Corporation for Atmospheric Research,nan,0
University Grants Commission,nan,0
University Grants Commission of Bangladesh,nan,0
University Grants Commission- Nepal,nan,0
University Grants Committee,nan,0
University Health Network,nan,0
University Health Network Foundation,nan,1
University Hospital Foundation,nan,2
University Hospital Southampton NHS Foundation Trust,nan,0
University Hospital of Martinique,nan,0
University Hospitals Birmingham NHS Foundation Trust,nan,0
University Hospitals Bristol NHS Foundation Trust,nan,0
University Hospitals of Leicester NHS Trust,nan,0
"University Research Board, American University of Beirut",nan,1
"University Research Committee, Emory University",nan,0
"University Research Committee, University of Hong Kong",nan,0
"University Research Council, Aga Khan University",nan,0
University System of Taiwan,nan,0
University at Albany,nan,0
University at Buffalo,nan,0
University for the Creative Arts,nan,1
University of Aberdeen,nan,0
University of Adelaide,nan,0
"University of Agriculture, Faisalabad",nan,0
University of Akron,nan,0
University of Alabama,nan,0
University of Alabama at Birmingham,nan,0
University of Alabama in Huntsville,nan,0
University of Alaska Anchorage,nan,0
University of Alaska Fairbanks,nan,0
University of Alberta,nan,0
University of Arizona,nan,0
University of Arizona Cancer Center,nan,0
University of Arkansas,nan,0
University of Arkansas for Medical Sciences,nan,0
University of Auckland,nan,0
University of Balamand,nan,0
University of Bath,nan,0
University of Bern,nan,0
University of Birmingham,nan,0
University of Bristol,nan,0
University of British Columbia,nan,0
University of British Columbia Graduate School,nan,0
University of Burdwan,nan,0
University of Calgary,nan,0
University of California,nan,0
University of California Berkeley,nan,0
University of California Davis School of Medicine,nan,0
University of California Institute for Mexico and the United States,nan,0
University of California Merced,nan,0
University of California Museum of Paleontology,nan,0
University of California Research Initiatives,nan,0
University of California Transportation Center,nan,0
"University of California, Davis",nan,0
"University of California, Irvine",nan,0
"University of California, Los Angeles",nan,0
"University of California, Riverside",nan,0
"University of California, San Diego",nan,0
"University of California, San Francisco",nan,0
"University of California, Santa Barbara",nan,0
"University of California, Santa Cruz",nan,0
University of Cambridge,nan,0
University of Canterbury,nan,0
University of Cape Town,nan,0
University of Capetown,nan,0
University of Carthage,nan,0
University of Central Arkansas,nan,0
University of Central Florida,nan,0
University of Chicago,nan,1
University of Chinese Academy of Sciences,nan,0
University of Cincinnati,nan,0
University of Colorado,nan,0
University of Colorado Boulder,nan,0
University of Colorado Denver,nan,0
University of Connecticut,nan,0
University of Crete,nan,0
University of Cyprus,nan,0
University of Dar es Salaam,nan,0
University of Dayton,nan,0
University of Delaware,nan,0
University of Delaware Research Foundation,nan,1
University of Delhi,nan,0
University of Denver,nan,1
University of Dundee,nan,0
University of East Anglia,nan,0
University of Edinburgh,nan,0
University of Electronic Science and Technology of China,nan,0
"University of Engineering and Technology, Lahore",nan,0
University of Essex,nan,0
University of Exeter,nan,0
University of Florida,nan,0
University of Florida Foundation,nan,1
University of Galway,nan,0
University of Georgia,nan,0
University of Georgia Research Foundation,nan,1
University of Glamorgan,nan,0
University of Glasgow,nan,0
University of Guam,nan,0
University of Guelph,nan,0
University of Haifa,nan,0
University of Hail,nan,0
University of Hartford,nan,1
University of Hawai'i,nan,0
University of Hawai'i at Hilo,nan,0
University of Hawai'i at Mānoa,nan,0
University of Health and Allied Sciences,nan,0
University of Hong Kong,nan,0
University of Houston,nan,0
University of Hull,nan,0
University of Idaho,nan,0
University of Illinois System,nan,0
University of Illinois at Chicago,nan,0
University of Illinois at Urbana-Champaign,nan,0
University of Iowa,nan,0
University of Isfahan,nan,0
University of Jaffna,nan,0
University of Johannesburg,nan,0
University of Kansas,nan,0
University of Kansas Medical Center,nan,0
University of Kent,nan,0
University of Kentucky,nan,0
University of Leeds,nan,0
University of Leicester,nan,0
University of Lethbridge,nan,0
University of Limerick,nan,0
University of Liverpool,nan,0
University of London,nan,0
University of Louisiana at Lafayette,nan,0
University of Louisville,nan,0
University of Maine,nan,0
University of Manchester,nan,0
University of Manitoba,nan,0
University of Maryland,nan,0
University of Maryland School of Public Health,nan,0
"University of Maryland, Baltimore",nan,0
"University of Maryland, Baltimore County",nan,0
University of Massachusetts,nan,0
University of Massachusetts Amherst,nan,0
University of Massachusetts Boston,nan,0
University of Massachusetts Dartmouth,nan,0
University of Massachusetts Medical School,nan,0
University of Melbourne,nan,0
University of Memphis,nan,0
University of Miami,nan,1
University of Michigan,nan,0
University of Michigan Comprehensive Cancer Center,nan,0
University of Michigan-Dearborn,nan,0
University of Minnesota,nan,0
University of Minnesota Duluth,nan,0
University of Mississippi,nan,0
University of Missouri,nan,0
University of Missouri-St. Louis,nan,0
University of Montana,nan,0
University of Namibia,nan,0
University of Nebraska Kearney,nan,0
University of Nebraska Medical Center,nan,0
University of Nebraska-Lincoln,nan,0
"University of Nevada, Las Vegas",nan,0
"University of Nevada, Reno",nan,0
University of New Brunswick,nan,0
University of New England,nan,0
University of New Hampshire,nan,0
University of New Mexico,nan,0
University of New South Wales,nan,0
University of Newcastle Australia,nan,0
University of North Carolina,nan,0
University of North Carolina Wilmington,nan,0
University of North Carolina at Chapel Hill,nan,0
University of North Carolina at Charlotte,nan,0
University of North Carolina at Greensboro,nan,0
University of North Florida,nan,0
University of North Florida Foundation,nan,1
University of North Texas,nan,0
University of Northern Colorado,nan,0
University of Northern Iowa,nan,0
University of Notre Dame,nan,1
University of Notre Dame Australia,nan,1
University of Nottingham,nan,0
University of Nottingham Malaysia Campus,nan,0
University of Oklahoma,nan,0
University of Oklahoma Health Sciences Center,nan,0
University of Oregon,nan,0
University of Otago,nan,0
University of Ottawa,nan,0
University of Ottawa Heart Institute Foundation,nan,1
University of Oxford,nan,0
University of Patras,nan,0
University of Pennsylvania,nan,1
University of Petra,nan,0
University of Pittsburgh,nan,0
University of Portsmouth,nan,0
University of Pretoria,nan,0
University of Queensland,nan,0
University of Reading,nan,0
University of Regina,nan,0
University of Rhode Island,nan,0
University of Rochester,nan,0
University of Salford Manchester,nan,0
University of San Diego,nan,1
University of San Francisco,nan,1
University of Santo Tomas,nan,0
University of Saskatchewan,nan,0
University of Science and Technology Beijing,nan,0
University of Science and Technology Liaoning,nan,0
University of Science and Technology of China,nan,0
University of Seoul,nan,0
University of Shanghai for Science and Technology,nan,0
University of Sharjah,nan,0
University of Sheffield,nan,0
University of Sistan and Baluchestan,nan,0
University of South Africa,nan,0
University of South Alabama,nan,0
University of South Australia,nan,0
University of South Carolina,nan,0
University of South Dakota,nan,0
University of South Florida,nan,0
University of Southampton,nan,0
University of Southern California,nan,1
"University of Southern California Sea Grant, University of Southern California",nan,0
University of Southern Mississippi,nan,0
University of Southern Queensland,nan,0
University of St Andrews,nan,0
University of St. Thomas,nan,1
University of Stirling,nan,0
University of Strathclyde,nan,0
University of Surrey,nan,0
University of Sussex,nan,0
University of Sydney,nan,0
University of Tabriz,nan,0
University of Tabuk,nan,0
University of Tampa,nan,1
University of Tasmania,nan,0
University of Tasmania Foundation,nan,1
University of Technology Sydney,nan,0
University of Tehran,nan,0
University of Tennessee,nan,0
University of Tennessee at Chattanooga,nan,0
"University of Tennessee, Knoxville",nan,0
University of Texas Health Science Center at Houston,nan,0
University of Texas Health Science Center at San Antonio,nan,0
University of Texas MD Anderson Cancer Center,nan,0
University of Texas Medical Branch,nan,0
University of Texas Medical School at Houston,nan,0
University of Texas Rio Grande Valley,nan,0
University of Texas Southwestern Medical Center,nan,0
University of Texas System,nan,0
University of Texas at Arlington,nan,0
University of Texas at Austin,nan,0
University of Texas at Dallas,nan,0
University of Texas at El Paso,nan,0
University of Texas at San Antonio,nan,0
University of Thessaly,nan,0
University of Tlemcen,nan,0
University of Tokyo,nan,0
University of Toledo,nan,0
University of Toledo Foundation,nan,1
University of Toronto,nan,0
University of Toronto Scarborough,nan,0
University of Tsukuba,nan,0
University of Tulsa,nan,1
University of Twente,nan,0
University of Ulsan,nan,0
University of Utah,nan,0
University of Venda,nan,0
University of Vermont,nan,0
University of Victoria,nan,0
University of Virginia,nan,0
University of Waikato,nan,0
University of Wales Trinity Saint David,nan,0
University of Warwick,nan,0
University of Washington,nan,0
University of Washington Bothell,nan,0
University of Washington College of Arts and Sciences,nan,0
University of Waterloo,nan,0
University of West Florida,nan,0
University of Western Australia,nan,0
University of Western Sydney,nan,0
University of Westminster,nan,0
University of Windsor,nan,0
University of Winnipeg,nan,0
University of Wisconsin Carbone Cancer Center,nan,0
University of Wisconsin Foundation,nan,1
University of Wisconsin Water Resources Institute,nan,0
University of Wisconsin-Madison,nan,0
University of Wisconsin-Milwaukee,nan,0
University of Wollongong,nan,0
University of Worcester,nan,0
University of Wyoming,nan,0
University of York,nan,0
University of the Arctic,nan,2
University of the East,nan,0
University of the Pacific,nan,0
University of the Philippines,nan,0
University of the Punjab,nan,0
University of the Sunshine Coast,nan,0
University of the West of England,nan,0
University of the West of Scotland,nan,0
University of the Western Cape,nan,0
"University of the Witwatersrand, Johannesburg",nan,0
Università Bocconi,nan,1
Università Ca' Foscari Venezia,nan,0
Università Ca' Foscari di Venezia,nan,0
Università Cattolica del Sacro Cuore,nan,1
Università Degli Studi di Modena e Reggio Emila,nan,0
Università Italo Francese,nan,2
Università degli Studi G. d'Annunzio Chieti - Pescara,nan,0
Università degli Studi Roma Tre,nan,0
Università degli Studi del Molise,nan,0
Università degli Studi del Piemonte Orientale,nan,0
Università degli Studi dell'Aquila,nan,0
Università degli Studi della Basilicata,nan,0
Università degli Studi della Campania Luigi Vanvitelli,nan,0
Università degli Studi della Tuscia,nan,0
Università degli Studi di Brescia,nan,0
Università degli Studi di Cagliari,nan,0
Università degli Studi di Camerino,nan,0
Università degli Studi di Ferrara,nan,0
Università degli Studi di Firenze,nan,0
Università degli Studi di Genova,nan,0
Università degli Studi di Milano,nan,0
Università degli Studi di Milano-Bicocca,nan,0
Università degli Studi di Napoli Federico II,nan,0
Università degli Studi di Padova,nan,0
Università degli Studi di Palermo,nan,0
Università degli Studi di Parma,nan,0
Università degli Studi di Pavia,nan,0
Università degli Studi di Perugia,nan,0
Università degli Studi di Roma Tor Vergata,nan,0
Università degli Studi di Salerno,nan,0
Università degli Studi di Sassari,nan,0
Università degli Studi di Siena,nan,0
Università degli Studi di Teramo,nan,0
Università degli Studi di Torino,nan,0
Università degli Studi di Trento,nan,0
Università degli Studi di Trieste,nan,0
Università degli Studi di Udine,nan,0
Università degli Studi di Urbino Carlo Bo,nan,0
Università degli Studi di Verona,nan,0
Università degli studi di Bergamo,nan,0
Università della Calabria,nan,0
Università di Bologna,nan,0
Università di Catania,nan,0
Università di Pisa,nan,0
Università ta' Malta,nan,0
Universität Basel,nan,0
Universität Bielefeld,nan,0
Universität Bremen,nan,0
Universität Duisburg-Essen,nan,0
Universität Greifswald,nan,0
Universität Hamburg,nan,0
Universität Heidelberg,nan,0
Universität Hohenheim,nan,0
Universität Innsbruck,nan,0
Universität Kassel,nan,0
Universität Konstanz,nan,0
Universität Leipzig,nan,0
Universität Mannheim,nan,0
Universität Paderborn,nan,0
Universität Potsdam,nan,0
Universität Regensburg,nan,0
Universität Rostock,nan,0
Universität Salzburg,nan,0
Universität Siegen,nan,0
Universität St. Gallen,nan,1
Universität Stuttgart,nan,0
Universität Trier,nan,0
Universität Ulm,nan,0
Universität Wien,nan,0
Universität Zürich,nan,0
Universität des Saarlandes,nan,0
Universität zu Köln,nan,0
Universität zu Lübeck,nan,0
Universitätsbund Erlangen-Nürnberg,nan,0
Universitätsklinikum Erlangen,nan,0
Universitätsklinikum Essen,nan,0
Universitätsklinikum Hamburg-Eppendorf,nan,0
Universitätsklinikum Heidelberg,nan,0
Universitätsklinikum Jena,nan,0
Universitätsklinikum Köln,nan,0
Universitätsklinikum Regensburg,nan,0
Universitätsklinikum Tübingen,nan,0
Universitätsmedizin Mannheim,nan,0
Universitätsmedizin der Johannes Gutenberg-Universität Mainz,nan,0
Universitätsspital Basel,nan,0
Universitätsspital Zürich,nan,0
Université Blaise Pascal,nan,0
Université Bordeaux Montaigne,nan,0
Université Bretagne Loire,nan,0
Université Bretagne Sud,nan,0
Université Cadi Ayyad,nan,0
Université Catholique de Louvain,nan,1
Université Charles-de-Gaulle - Lille 3,nan,0
Université Cheikh Anta Diop de Dakar,nan,0
Université Chouaib Doukkali,nan,0
Université Claude Bernard Lyon 1,nan,0
Université Clermont-Auvergne,nan,0
Université Côte d'Azur,nan,0
Université Euromed de Fès,nan,0
Université Européenne de Bretagne,nan,0
Université François-Rabelais,nan,0
Université Grenoble Alpes,nan,0
Université Gustave Eiffel,nan,0
Université Hassan II de Casablanca,nan,0
Université Joseph Fourier,nan,0
Université Laval,nan,0
Université Libanaise,nan,0
Université Libre de Bruxelles,nan,0
Université Lille 1 - Sciences et Technologies,nan,0
Université Lumière Lyon 2,nan,0
Université Mohammed V de Rabat,nan,0
Université Mohammed VI Polytechnique,nan,1
Université Monastir,nan,0
Université Nice Sophia Antipolis,nan,0
Université Paris 13,nan,0
Université Paris Descartes,nan,0
Université Paris Diderot,nan,0
Université Paris-Est Créteil Val-de-Marne,nan,0
Université Paris-Saclay,nan,0
Université Paris-Sud,nan,0
Université Paul Cézanne - Aix-Marseille III,nan,0
Université Pierre et Marie Curie,nan,0
Université Polytechnique Hauts-de-France,nan,0
Université Savoie Mont Blanc,nan,0
Université Sorbonne Paris Cité,nan,0
Université Toulouse III - Paul Sabatier,nan,0
Université d'Orléans,nan,0
Université de Bordeaux,nan,0
Université de Bourgogne,nan,0
Université de Bretagne Occidentale,nan,0
Université de Caen Normandie,nan,0
Université de Franche-Comté,nan,0
Université de Fribourg,nan,0
Université de Genève,nan,0
Université de La Réunion,nan,0
Université de Lausanne,nan,0
Université de Lille,nan,0
Université de Limoges,nan,0
Université de Liège,nan,0
Université de Lorraine,nan,0
Université de Lyon,nan,0
Université de Moncton,nan,0
Université de Montpellier,nan,0
Université de Montréal,nan,0
Université de Namur,nan,0
Université de Nantes,nan,0
Université de Neuchâtel,nan,0
Université de Paris,nan,0
Université de Pau et des Pays de l'Adour,nan,0
Université de Perpignan Via Domitia,nan,0
Université de Poitiers,nan,0
Université de Provence,nan,0
Université de Recherche Paris Sciences et Lettres,nan,0
Université de Reims Champagne-Ardenne,nan,0
Université de Rennes 1,nan,0
Université de Rouen,nan,0
Université de Sfax,nan,0
Université de Sherbrooke,nan,0
Université de Strasbourg,nan,0
Université de Technologie de Compiègne,nan,0
Université de Technologie de Troyes,nan,0
Université de Toulouse,nan,0
Université de Tunis,nan,0
Université de Versailles Saint-Quentin-en-Yvelines,nan,0
Université de la Méditerranée,nan,0
Université du Littoral Côte d'Opale,nan,0
Université du Luxembourg,nan,0
Université du Maine,nan,0
Université du Québec à Chicoutimi,nan,0
Université du Québec à Montréal,nan,0
Université du Québec à Rimouski,nan,0
Université du Québec à Trois-Rivières,nan,0
Universo Online,nan,1
Univerza v Ljubljani,nan,0
Univerzita Karlova v Praze,nan,0
Univerzita Palackého v Olomouci,nan,0
Uniwersytet Jagielloński Collegium Medicum,nan,0
Uniwersytet Jagielloński w Krakowie,nan,0
Uniwersytet Marii Curie-Skłodowskiej,nan,0
Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,nan,0
Uniwersytet Medyczny im. Piastów Slaskich we Wroclawiu,nan,0
Uniwersytet Medyczny w Lodzi,nan,0
Uniwersytet Mikolaja Kopernika w Toruniu,nan,0
Uniwersytet Warszawski,nan,0
Uniwersytet Wrocławski,nan,0
Uniwersytet im. Adama Mickiewicza w Poznaniu,nan,0
Uniwersytet Łódzki,nan,0
Uniwersytet Śląski w Katowicach,nan,0
Unum Therapeutics,nan,1
Uppsala Multidisciplinary Center for Advanced Computational Science,nan,0
